Date,RET 1,target,RET_2,RET_3,RET_4,RET_5,RET_6,RET_7,RET_8,RET_9,VOL 1,sma_10,sma_21,sma_50,sma_200,RSI 13,RSI 21,RSI_Spread,dev_ret1_13,ret_dev_ratio
1999-12-27,-0.0013653636,-0.00061523914,0.014494777,0.017175436,0.032613277,0.025159359,0.029198527,0.033780932,0.039289474,0.029198527,-0.52968526,1.1783411554095957,1.1718375211170167,1.1526574759555581,1.1309771259941137,67.99871769056412,64.39987412896735,0.05588277322389967,0.007331721316184821,0.18622688165408366
1999-12-28,-0.00061523914,0.0042409897,-0.0019797683,0.013870597,0.016549706,0.03197801,0.024528742,0.028565407,0.03314495,0.038650155,0.5178373,1.1793479893751688,1.1724095180718848,1.1537563138567162,1.1311842673644366,67.49344885289119,64.12211554263328,0.05257676359752027,0.006939742327668909,0.08865446501069783
1999-12-29,0.0042409897,-0.0011579394,0.003623128,0.0022529364,0.018170476,0.02086091,0.03635466,0.028873801,0.032927513,0.03752649,-0.26527113,1.1808508009619314,1.1731163852997,1.154840713391871,1.1314069062166836,69.2014106569045,65.20759026513583,0.06124778381672567,0.006927722137355429,0.6121766434872543
1999-12-30,-0.0011579394,0.0016367435,0.0030782223,0.0024610758,0.0010923147,0.016991496,0.019678712,0.03515458,0.027682424,0.031731486,0.21336222,1.182125463297028,1.1740026796022154,1.15585343842491,1.1316349415286109,68.13796693567411,64.64451063946917,0.05404103552873033,0.007009622986385942,0.1651928265329617
1999-12-31,0.0016367435,-0.009803951,0.00047683716,0.0047198534,0.0041017532,0.0027308464,0.018656015,0.021347642,0.036848783,0.029364347,-0.1286903,1.1833034101473527,1.174781799811949,1.156814083684421,1.1318373783363689,68.86964935632912,65.09136984222405,0.058045782770639084,0.0070108078679561574,0.23346004859342726
2000-01-03,-0.009803951,-0.0391227,-0.0081833005,-0.009331763,-0.005130291,-0.005742371,-0.0070999265,0.008669138,0.011334419,0.026683569,1.5732973,1.1839853793764883,1.1752863616303437,1.1576618027543313,1.1320553126260515,59.925035623379294,60.290764643034876,-0.006066086934225556,0.007023555926479811,1.3958671204750115
2000-01-04,-0.0391227,0.0017888546,-0.048543036,-0.046985805,-0.048089325,-0.044052303,-0.044640422,-0.04594481,-0.030792713,-0.02823168,-0.0091251135,1.1835117198400902,1.174793842588092,1.158159915169397,1.1321910545212717,38.513176120134816,46.16470170460235,-0.16574407072806285,0.013062332498478494,2.9950776934961785
2000-01-05,0.0017888546,-0.016071439,-0.037403762,-0.046840966,-0.045280933,-0.04638648,-0.042342186,-0.042931378,-0.04423809,-0.029058874,0.5053401,1.1825668830771656,1.1744590739909775,1.1587044352411264,1.1323821448075226,39.54141430966506,46.740387091706424,-0.1540203928546143,0.01299797140450129,0.13762567583273266
2000-01-06,-0.016071439,0.058076262,-0.014311254,-0.05287403,-0.062159598,-0.06062466,-0.061712384,-0.05773312,-0.058312833,-0.059598565,-0.48864746,1.1809698345314943,1.1739918422061684,1.1592169856287904,1.1325321388965424,33.99808432367418,42.45061807355304,-0.19911450370954278,0.01348860147387485,1.191482958444235
2000-01-07,0.058076262,0.0034304857,0.041071415,0.04293382,0.002131462,-0.00769341,-0.0060693026,-0.0072202086,-0.0030097961,-0.0036231875,0.29536545,1.1807888037592829,1.1745975567292732,1.160022421502656,1.1327569917351037,57.14141763562981,57.137154084202244,7.461959728130552e-05,0.020938474793502783,2.7736625063102087
2000-01-10,0.0034304857,-0.011965811,0.061705947,0.044642806,0.04651165,0.005569339,-0.0042892694,-0.0026595592,-0.0038144588,0.00041043758,-0.2882043,1.1807813643976857,1.1751803910801883,1.1606252096124632,1.1330017700282182,58.13535475107402,57.8431723698013,0.0050512855589030445,0.020618967099514433,0.16637524609482587
2000-01-11,-0.011965811,-0.00996542,-0.0085763335,0.049001813,0.032142878,0.03398931,-0.00646317,-0.016203761,-0.014593542,-0.015734613,0.30687773,1.1803622627023391,1.1754958919704621,1.161011942707363,1.1331863568616318,53.436527433783674,54.54160471461032,-0.02026118018728969,0.020922177996472363,0.5719199623773166
2000-01-12,-0.00996542,0.013560772,-0.021811962,-0.01845628,0.038548112,0.021857142,0.023685098,-0.016364157,-0.026007652,-0.024413526,-0.07942748,1.179432304662609,1.1756078820712195,1.161398675802263,1.1333605658717274,49.845163099609195,51.97827518575281,-0.04103853155035617,0.02057999465466002,0.4842284916255114
